Rented Bike Count,Hour,Temperature(°C),Humidity(%),Rainfall(mm),Snowfall (cm),Seasons,Holiday
491,8,-11.1,61,0,0,Winter,No Holiday
254,9,-9.9,49,0,0,Winter,No Holiday
170,10,-7.5,42,0,0,Winter,No Holiday
220,11,-4.5,29,0,0,Winter,No Holiday
253,12,-3.2,32,0,0,Winter,No Holiday
225,13,-1.3,35,0,0,Winter,No Holiday
238,14,-1.1,46,0,0,Winter,No Holiday
173,15,-1.6,55,0,0,Winter,No Holiday
94,16,-2.2,76,0,0,Winter,No Holiday
53,17,-2.4,85,0,0.6,Winter,No Holiday
100,18,-2.3,91,1.4,2,Winter,No Holiday
59,19,-1.7,91,0,3,Winter,No Holiday
72,20,-1.5,91,0,3.3,Winter,No Holiday
60,21,-1.6,91,1.5,3.5,Winter,No Holiday
73,22,-1.7,85,0,3.5,Winter,No Holiday
62,23,-1.7,83,0,3.5,Winter,No Holiday
69,0,-1.7,83,0,3.5,Winter,No Holiday
96,1,-1.6,81,0,3.5,Winter,No Holiday
60,2,-1.6,80,0,3.5,Winter,No Holiday
47,3,-2.2,83,0,3.5,Winter,No Holiday
34,4,-2.4,82,0,3.5,Winter,No Holiday
34,5,-2.8,83,0,3.5,Winter,No Holiday
63,6,-3.1,80,0,3.5,Winter,No Holiday
124,7,-3.5,83,0,3.5,Winter,No Holiday
273,8,-3.6,83,0,3.5,Winter,No Holiday
137,9,-3.3,77,0,3.4,Winter,No Holiday
102,10,-2.3,63,0,3.2,Winter,No Holiday
144,11,-1.5,46,0,3,Winter,No Holiday
160,12,-1,35,0,3,Winter,No Holiday
171,13,-0.8,39,0,2.8,Winter,No Holiday
156,14,-0.7,33,0,2.5,Winter,No Holiday
214,15,-0.5,30,0,2.2,Winter,No Holiday
216,16,-0.1,29,0,1.8,Winter,No Holiday
279,17,-0.9,34,0,1.8,Winter,No Holiday
403,18,-1.8,35,0,1.6,Winter,No Holiday
270,19,-2.2,36,0,1.6,Winter,No Holiday
229,20,-2.6,36,0,1.6,Winter,No Holiday
229,21,-3.4,40,0,1.6,Winter,No Holiday
188,22,-4.2,48,0,1.6,Winter,No Holiday
132,23,-4.7,53,0,1.6,Winter,No Holiday
122,0,-5.2,56,0,1.6,Winter,No Holiday
149,1,-5.4,54,0,1.6,Winter,No Holiday
103,2,-5.5,53,0,1.6,Winter,No Holiday
81,3,-6.2,57,0,1.6,Winter,No Holiday
37,4,-7.1,56,0,1.6,Winter,No Holiday
51,5,-7.8,65,0,1.6,Winter,No Holiday
95,6,-8.1,59,0,1.6,Winter,No Holiday
244,7,-8.7,64,0,1.6,Winter,No Holiday
459,8,-8.6,59,0,1.6,Winter,No Holiday
259,9,-7.9,50,0,1.6,Winter,No Holiday
168,10,-5,41,0,1.5,Winter,No Holiday
194,11,-2.6,33,0,1.4,Winter,No Holiday
240,12,-1.1,31,0,1.3,Winter,No Holiday
233,13,0.3,28,0,1,Winter,No Holiday
256,14,0.8,23,0,0.5,Winter,No Holiday
293,15,0.7,25,0,0,Winter,No Holiday
268,16,1.1,26,0,0,Winter,No Holiday
341,17,0.3,26,0,0,Winter,No Holiday
542,18,-1,28,0,0,Winter,No Holiday
344,19,-1.8,32,0,0,Winter,No Holiday
263,20,-2.4,36,0,0,Winter,No Holiday
257,21,-3.2,47,0,0,Winter,No Holiday
235,22,-3.9,52,0,0,Winter,No Holiday
143,23,-4.5,55,0,0,Winter,No Holiday
138,0,-4.9,56,0,0,Winter,No Holiday
159,1,-5.2,56,0,0,Winter,No Holiday
102,2,-5.7,59,0,0,Winter,No Holiday
65,3,-6.3,63,0,0,Winter,No Holiday
47,4,-6.7,65,0,0,Winter,No Holiday
48,5,-6.8,61,0,0,Winter,No Holiday
115,6,-7,62,0,0,Winter,No Holiday
267,7,-7.4,62,0,0,Winter,No Holiday
558,8,-7.4,58,0,0,Winter,No Holiday
280,9,-6.5,54,0,0,Winter,No Holiday
187,10,-4.1,43,0,0,Winter,No Holiday
234,11,-1.4,37,0,0,Winter,No Holiday
303,12,0.9,37,0,0,Winter,No Holiday
294,13,1.6,29,0,0,Winter,No Holiday
293,14,3.2,26,0,0,Winter,No Holiday
310,15,3.6,26,0,0,Winter,No Holiday
330,16,2.9,26,0,0,Winter,No Holiday
382,17,2,25,0,0,Winter,No Holiday
592,18,0.5,37,0,0,Winter,No Holiday
379,19,-0.5,43,0,0,Winter,No Holiday
241,20,-1.3,51,0,0,Winter,No Holiday
225,21,-2,61,0,0,Winter,No Holiday
227,22,-2.4,63,0,0,Winter,No Holiday
178,23,-2.6,69,0,0,Winter,No Holiday
182,0,-2.5,69,0,0,Winter,No Holiday
184,1,-2.3,71,0,0,Winter,No Holiday
123,2,-3.4,82,0,0,Winter,No Holiday
60,3,-4.4,80,0.1,0.1,Winter,No Holiday
35,4,-5.6,74,0,0.2,Winter,No Holiday
31,5,-6.3,65,0,0.3,Winter,No Holiday
33,6,-7.8,57,0.4,0.3,Winter,No Holiday
67,7,-8.8,58,0,0.3,Winter,No Holiday
116,8,-9.5,56,0,0.3,Winter,No Holiday
168,9,-9.4,47,0,0.3,Winter,No Holiday
144,10,-8.5,43,0,0.2,Winter,No Holiday
195,11,-7.7,41,0,0.2,Winter,No Holiday
192,12,-6,38,0,0,Winter,No Holiday
229,13,-5.8,38,0,0,Winter,No Holiday
196,14,-5,31,0,0,Winter,No Holiday
210,15,-4.5,31,0,0,Winter,No Holiday
205,16,-4.2,31,0,0,Winter,No Holiday
211,17,-5.6,32,0,0,Winter,No Holiday
175,18,-6.6,36,0,0,Winter,No Holiday
135,19,-7.6,32,0,0,Winter,No Holiday
109,20,-8.5,31,0,0,Winter,No Holiday
107,21,-9.1,38,0,0,Winter,No Holiday
92,22,-9.7,45,0,0,Winter,No Holiday
91,23,-10,48,0,0,Winter,No Holiday
98,0,-10.4,49,0,0,Winter,No Holiday
90,1,-10.5,48,0,0,Winter,No Holiday
60,2,-10.5,49,0,0,Winter,No Holiday
54,3,-10.6,47,0,0,Winter,No Holiday
35,4,-11.2,47,0,0,Winter,No Holiday
21,5,-11.5,51,0,0,Winter,No Holiday
23,6,-11.8,54,0,0,Winter,No Holiday
34,7,-12.4,54,0,0,Winter,No Holiday
70,8,-12.8,56,0,0,Winter,No Holiday
97,9,-12.4,51,0,0,Winter,No Holiday
103,10,-11.2,43,0,0,Winter,No Holiday
115,11,-9.7,37,0,0,Winter,No Holiday
165,12,-8.3,32,0,0,Winter,No Holiday
152,13,-8.3,34,0,0,Winter,No Holiday
177,14,-7.4,33,0,0,Winter,No Holiday
190,15,-6.4,30,0,0,Winter,No Holiday
181,16,-5.4,29,0,0,Winter,No Holiday
184,17,-5.9,27,0,0,Winter,No Holiday
154,18,-7,26,0,0,Winter,No Holiday
124,19,-7.7,31,0,0,Winter,No Holiday
98,20,-8.2,28,0,0,Winter,No Holiday
107,21,-8.9,35,0,0,Winter,No Holiday
78,22,-9.7,45,0,0,Winter,No Holiday
77,23,-10.3,48,0,0,Winter,No Holiday
82,0,-10.5,52,0,0,Winter,No Holiday
52,1,-11.2,54,0,0,Winter,No Holiday
39,2,-11.2,55,0,0,Winter,No Holiday
33,3,-11.3,54,0,0,Winter,No Holiday
20,4,-11.7,51,0,0,Winter,No Holiday
37,5,-11.6,45,0,0,Winter,No Holiday
110,6,-11.5,40,0,0,Winter,No Holiday
227,7,-11.6,44,0,0,Winter,No Holiday
433,8,-11.5,40,0,0,Winter,No Holiday
216,9,-11.1,38,0,0,Winter,No Holiday
123,10,-9.6,32,0,0,Winter,No Holiday
156,11,-8.5,27,0,0,Winter,No Holiday
157,12,-7.8,28,0,0,Winter,No Holiday
169,13,-7,25,0,0,Winter,No Holiday
170,14,-6.4,24,0,0,Winter,No Holiday
169,15,-5.7,25,0,0,Winter,No Holiday
199,16,-5.4,25,0,0,Winter,No Holiday
225,17,-6.4,28,0,0,Winter,No Holiday
388,18,-7.6,29,0,0,Winter,No Holiday
246,19,-8.3,29,0,0,Winter,No Holiday
206,20,-9.1,35,0,0,Winter,No Holiday
177,21,-9.8,41,0,0,Winter,No Holiday
183,22,-10.3,43,0,0,Winter,No Holiday
115,23,-10.5,47,0,0,Winter,No Holiday
126,0,-10.6,47,0,0,Winter,No Holiday
87,1,-10.9,36,0,0,Winter,No Holiday
59,2,-11.2,36,0,0,Winter,No Holiday
36,3,-11.6,35,0,0,Winter,No Holiday
32,4,-12,36,0,0,Winter,No Holiday
40,5,-12.3,37,0,0,Winter,No Holiday
94,6,-12.5,40,0,0,Winter,No Holiday
213,7,-12.7,41,0,0,Winter,No Holiday
438,8,-12.7,41,0,0,Winter,No Holiday
217,9,-12.3,39,0,0,Winter,No Holiday
128,10,-11.3,35,0,0,Winter,No Holiday
175,11,-9.9,32,0,0,Winter,No Holiday
172,12,-8.2,31,0,0,Winter,No Holiday
165,13,-7.5,28,0,0,Winter,No Holiday
147,14,-7,26,0,0,Winter,No Holiday
171,15,-5.9,25,0,0,Winter,No Holiday
175,16,-5.9,24,0,0,Winter,No Holiday
227,17,-6.6,29,0,0,Winter,No Holiday
392,18,-7.6,36,0,0,Winter,No Holiday
251,19,-8.4,37,0,0,Winter,No Holiday
193,20,-9.6,34,0,0,Winter,No Holiday
175,21,-10.6,39,0,0,Winter,No Holiday
169,22,-11.1,43,0,0,Winter,No Holiday
106,23,-11.8,46,0,0,Winter,No Holiday
116,0,-12.3,47,0,0,Winter,No Holiday
96,1,-12.3,47,0,0,Winter,No Holiday
83,2,-12.5,50,0,0,Winter,No Holiday
51,3,-12.5,49,0,0,Winter,No Holiday
34,4,-13.1,54,0,0,Winter,No Holiday
45,5,-13,53,0,0,Winter,No Holiday
92,6,-13.2,50,0,0,Winter,No Holiday
214,7,-13.2,56,0,0,Winter,No Holiday
469,8,-13.3,60,0,0,Winter,No Holiday
237,9,-12,50,0,0,Winter,No Holiday
155,10,-9.6,39,0,0,Winter,No Holiday
176,11,-7,28,0,0,Winter,No Holiday
188,12,-6,24,0,0,Winter,No Holiday
228,13,-4.5,23,0,0,Winter,No Holiday
199,14,-3.5,20,0,0,Winter,No Holiday
221,15,-2.1,20,0,0,Winter,No Holiday
240,16,-1.7,18,0,0,Winter,No Holiday
320,17,-2.3,20,0,0,Winter,No Holiday
448,18,-4,27,0,0,Winter,No Holiday
280,19,-5.2,33,0,0,Winter,No Holiday
218,20,-5.8,44,0,0,Winter,No Holiday
223,21,-6.3,48,0,0,Winter,No Holiday
200,22,-6.8,50,0,0,Winter,No Holiday
164,23,-7.6,50,0,0,Winter,No Holiday
136,0,-8.2,50,0,0,Winter,No Holiday
126,1,-8.5,60,0,0,Winter,No Holiday
103,2,-8.3,65,0,0,Winter,No Holiday
57,3,-8.6,64,0,0,Winter,No Holiday
46,4,-9,54,0,0,Winter,No Holiday
39,5,-9,56,0,0,Winter,No Holiday
99,6,-9.3,61,0,0,Winter,No Holiday
255,7,-9.6,67,0,0,Winter,No Holiday
507,8,-9.7,65,0,0,Winter,No Holiday
270,9,-8.5,55,0,0,Winter,No Holiday
160,10,-6.3,46,0,0,Winter,No Holiday
217,11,-3.1,39,0,0,Winter,No Holiday
253,12,-1.5,35,0,0,Winter,No Holiday
270,13,0.3,30,0,0,Winter,No Holiday
253,14,0.9,25,0,0,Winter,No Holiday
286,15,1.4,25,0,0,Winter,No Holiday
284,16,2,25,0,0,Winter,No Holiday
337,17,1.5,24,0,0,Winter,No Holiday
564,18,-0.5,26,0,0,Winter,No Holiday
378,19,-1.8,35,0,0,Winter,No Holiday
277,20,-2.8,40,0,0,Winter,No Holiday
268,21,-3.3,42,0,0,Winter,No Holiday
233,22,-3.9,41,0,0,Winter,No Holiday
195,23,-4.3,44,0,0,Winter,No Holiday
178,0,-4.6,38,0,0,Winter,No Holiday
159,1,-4.8,44,0,0,Winter,No Holiday
107,2,-5.1,47,0,0,Winter,No Holiday
78,3,-5.2,48,0,0,Winter,No Holiday
46,4,-4.4,47,0,0,Winter,No Holiday
36,5,-4.2,44,0,0,Winter,No Holiday
117,6,-4,41,0,0,Winter,No Holiday
273,7,-3.6,42,0,0,Winter,No Holiday
589,8,-3.3,39,0,0,Winter,No Holiday
308,9,-2.4,36,0,0,Winter,No Holiday
199,10,-1.3,34,0,0,Winter,No Holiday
238,11,-0.2,31,0,0,Winter,No Holiday
260,12,1.6,28,0,0,Winter,No Holiday
268,13,2.6,27,0,0,Winter,No Holiday
283,14,4,25,0,0,Winter,No Holiday
315,15,5,24,0,0,Winter,No Holiday
319,16,6,28,0,0,Winter,No Holiday
422,17,4.8,38,0,0,Winter,No Holiday
659,18,4.1,40,0,0,Winter,No Holiday
407,19,3.3,58,0,0,Winter,No Holiday
308,20,3,61,0,0,Winter,No Holiday
243,21,2.9,63,0,0,Winter,No Holiday
263,22,2.5,66,0,0,Winter,No Holiday
193,23,2,70,0,0,Winter,No Holiday
197,0,1.5,71,0,0,Winter,No Holiday
237,1,1.7,71,0,0,Winter,No Holiday
169,2,1.9,71,0,0,Winter,No Holiday
145,3,2,71,0,0,Winter,No Holiday
79,4,1.9,74,0,0,Winter,No Holiday
41,5,1.8,75,0,0,Winter,No Holiday
48,6,1.6,78,0,0,Winter,No Holiday
97,7,1.6,81,0,0,Winter,No Holiday
188,8,1.6,82,0,0,Winter,No Holiday
222,9,1.6,78,0,0,Winter,No Holiday
223,10,1.8,73,0,0,Winter,No Holiday
235,11,2.6,62,0,0,Winter,No Holiday
248,12,2.9,53,0,0,Winter,No Holiday
296,13,2.8,31,0,0,Winter,No Holiday
286,14,2.2,24,0,0,Winter,No Holiday
277,15,2,20,0,0,Winter,No Holiday
291,16,0.3,17,0,0,Winter,No Holiday
277,17,-0.9,19,0,0,Winter,No Holiday
216,18,-2,15,0,0,Winter,No Holiday
151,19,-3.1,14,0,0,Winter,No Holiday
132,20,-4.4,19,0,0,Winter,No Holiday
124,21,-5.6,28,0,0,Winter,No Holiday
128,22,-6.2,32,0,0,Winter,No Holiday
118,23,-6.7,35,0,0,Winter,No Holiday
112,0,-6.9,36,0,0,Winter,No Holiday
95,1,-7,38,0,0,Winter,No Holiday
93,2,-7,42,0,0,Winter,No Holiday
58,3,-7.2,43,0,0,Winter,No Holiday
34,4,-7.5,42,0,0,Winter,No Holiday
19,5,-7.8,39,0,0,Winter,No Holiday
39,6,-8.4,33,0,0,Winter,No Holiday
40,7,-9.2,34,0,0,Winter,No Holiday
81,8,-9.4,29,0,0,Winter,No Holiday
126,9,-8.6,28,0,0,Winter,No Holiday
130,10,-6.9,21,0,0,Winter,No Holiday
155,11,-5,25,0,0,Winter,No Holiday
174,12,-3.9,28,0,0,Winter,No Holiday
212,13,-2.4,28,0,0,Winter,No Holiday
191,14,-2.2,29,0,0,Winter,No Holiday
181,15,-2.6,31,0,0,Winter,No Holiday
175,16,-3.6,36,0,0,Winter,No Holiday
198,17,-4.2,47,0,0,Winter,No Holiday
150,18,-4.6,56,0,0,Winter,No Holiday
147,19,-5.2,66,0,0,Winter,No Holiday
127,20,-5.7,67,0,0,Winter,No Holiday
119,21,-5.6,69,0,0,Winter,No Holiday
103,22,-5.8,57,0,0,Winter,No Holiday
91,23,-7,49,0,0,Winter,No Holiday
103,0,-7.7,52,0,0,Winter,No Holiday
69,1,-7.9,52,0,0,Winter,No Holiday
45,2,-8.3,49,0,0,Winter,No Holiday
21,3,-8.5,35,0,0,Winter,No Holiday
33,4,-8.6,31,0,0,Winter,No Holiday
30,5,-9.2,37,0,0,Winter,No Holiday
109,6,-9.5,36,0,0,Winter,No Holiday
236,7,-9.5,35,0,0,Winter,No Holiday
517,8,-9.1,33,0,0,Winter,No Holiday
262,9,-8.4,28,0,0,Winter,No Holiday
161,10,-6.7,23,0,0,Winter,No Holiday
190,11,-6.1,25,0,0,Winter,No Holiday
202,12,-4.6,32,0,0,Winter,No Holiday
246,13,-2.7,29,0,0,Winter,No Holiday
182,14,-2.4,30,0,0,Winter,No Holiday
228,15,-2.1,30,0,0,Winter,No Holiday
239,16,-2.4,33,0,0,Winter,No Holiday
288,17,-3.1,36,0,0,Winter,No Holiday
475,18,-4.4,46,0,0,Winter,No Holiday
340,19,-4.9,52,0,0,Winter,No Holiday
244,20,-4.7,55,0,0,Winter,No Holiday
253,21,-4.3,59,0,0,Winter,No Holiday
200,22,-4.2,57,0,0,Winter,No Holiday
140,23,-4.4,58,0,0,Winter,No Holiday
158,0,-5,60,0,0,Winter,No Holiday
146,1,-5.5,60,0,0,Winter,No Holiday
106,2,-6,58,0,0,Winter,No Holiday
70,3,-6.2,61,0,0,Winter,No Holiday
46,4,-6.4,62,0,0,Winter,No Holiday
51,5,-6.7,64,0,0,Winter,No Holiday
96,6,-7.1,70,0,0,Winter,No Holiday
294,7,-7.2,70,0,0,Winter,No Holiday
568,8,-7.1,68,0,0,Winter,No Holiday
285,9,-5.9,52,0,0,Winter,No Holiday
200,10,-2.4,41,0,0,Winter,No Holiday
252,11,-0.3,40,0,0,Winter,No Holiday
281,12,1,41,0,0,Winter,No Holiday
256,13,2.6,40,0,0,Winter,No Holiday
300,14,3.7,39,0,0,Winter,No Holiday
295,15,3.7,40,0,0,Winter,No Holiday
328,16,3.9,41,0,0,Winter,No Holiday
410,17,3.5,46,0,0,Winter,No Holiday
604,18,3.1,50,0,0,Winter,No Holiday
406,19,2.4,57,0,0,Winter,No Holiday
323,20,2.3,59,0,0,Winter,No Holiday
290,21,2.6,57,0,0,Winter,No Holiday
291,22,2.6,57,0,0,Winter,No Holiday
211,23,2.4,59,0,0,Winter,No Holiday
178,0,2,65,0,0,Winter,No Holiday
213,1,1.3,67,0,0,Winter,No Holiday
129,2,1.2,64,0,0,Winter,No Holiday
101,3,1.1,65,0,0,Winter,No Holiday
51,4,1.1,67,0,0,Winter,No Holiday
56,5,1,68,0,0,Winter,No Holiday
108,6,1.1,66,0,0,Winter,No Holiday
292,7,1.3,66,0,0,Winter,No Holiday
606,8,2.1,65,0,0,Winter,No Holiday
326,9,3.9,64,0,0,Winter,No Holiday
241,10,5.2,65,0,0,Winter,No Holiday
288,11,6.3,67,0,0,Winter,No Holiday
312,12,6.9,67,0,0,Winter,No Holiday
349,13,7.2,65,0,0,Winter,No Holiday
398,14,7.8,57,0,0,Winter,No Holiday
461,15,8.7,48,0,0,Winter,No Holiday
447,16,8,36,0,0,Winter,No Holiday
484,17,6.6,34,0,0,Winter,No Holiday
559,18,5.1,34,0,0,Winter,No Holiday
316,19,3.9,37,0,0,Winter,No Holiday
262,20,2.8,29,0,0,Winter,No Holiday
216,21,1.7,27,0,0,Winter,No Holiday
218,22,0.3,33,0,0,Winter,No Holiday
160,23,-0.3,35,0,0,Winter,No Holiday
126,0,-0.7,37,0,0,Winter,Holiday
123,1,-1.1,38,0,0,Winter,Holiday
112,2,-1.2,35,0,0,Winter,Holiday
74,3,-1.4,34,0,0,Winter,Holiday
58,4,-1.9,34,0,0,Winter,Holiday
32,5,-2.4,33,0,0,Winter,Holiday
39,6,-2.6,38,0,0,Winter,Holiday
55,7,-3,40,0,0,Winter,Holiday
112,8,-3,38,0,0,Winter,Holiday
112,9,-3.5,30,0,0,Winter,Holiday
127,10,-1.6,26,0,0,Winter,Holiday
170,11,0.1,22,0,0,Winter,Holiday
174,12,1.7,20,0,0,Winter,Holiday
240,13,2.2,18,0,0,Winter,Holiday
270,14,2.9,14,0,0,Winter,Holiday
276,15,3.8,17,0,0,Winter,Holiday
273,16,3.2,16,0,0,Winter,Holiday
236,17,2.4,17,0,0,Winter,Holiday
190,18,1.1,18,0,0,Winter,Holiday
166,19,0.1,21,0,0,Winter,Holiday
148,20,-0.4,27,0,0,Winter,Holiday
134,21,-1.1,32,0,0,Winter,Holiday
145,22,-1.9,30,0,0,Winter,Holiday
92,23,-2.5,31,0,0,Winter,Holiday
105,0,-3.3,35,0,0,Winter,Holiday
77,1,-3.6,35,0,0,Winter,Holiday
47,2,-4.1,38,0,0,Winter,Holiday
36,3,-4.4,37,0,0,Winter,Holiday
35,4,-4.5,42,0,0,Winter,Holiday
28,5,-5,44,0,0,Winter,Holiday
30,6,-5.2,42,0,0,Winter,Holiday
49,7,-5.4,41,0,0,Winter,Holiday
68,8,-5.4,38,0,0,Winter,Holiday
48,9,-4.3,33,0,0,Winter,Holiday
78,10,-1.3,32,0,0,Winter,Holiday
93,11,1,25,0,0,Winter,Holiday
137,12,2.2,19,0,0,Winter,Holiday
169,13,3.5,17,0,0,Winter,Holiday
196,14,4.2,18,0,0,Winter,Holiday
243,15,4,26,0,0,Winter,Holiday
189,16,3.3,38,0,0,Winter,Holiday
210,17,2.5,48,0,0,Winter,Holiday
165,18,1.4,56,0,0,Winter,Holiday
126,19,0.6,59,0,0,Winter,Holiday
150,20,0.2,61,0,0,Winter,Holiday
114,21,0.1,67,0,0,Winter,Holiday
116,22,-0.6,70,0,0,Winter,Holiday
84,23,-2,51,0,0,Winter,Holiday
79,0,-2.7,41,0,0,Winter,Holiday
71,1,-3.1,36,0,0,Winter,Holiday
56,2,-3.8,30,0,0,Winter,Holiday
34,3,-4.5,28,0,0,Winter,Holiday
20,4,-5.2,28,0,0,Winter,Holiday
14,5,-5.7,31,0,0,Winter,Holiday
39,6,-6.2,32,0,0,Winter,Holiday
35,7,-6.8,32,0,0,Winter,Holiday
80,8,-7.1,30,0,0,Winter,Holiday
98,9,-6.5,26,0,0,Winter,Holiday
103,10,-4.3,21,0,0,Winter,Holiday
155,11,-2.8,19,0,0,Winter,Holiday
183,12,-1.3,17,0,0,Winter,Holiday
193,13,-0.4,15,0,0,Winter,Holiday
258,14,-0.1,15,0,0,Winter,Holiday
273,15,1,14,0,0,Winter,Holiday
267,16,1.3,15,0,0,Winter,Holiday
250,17,0.6,17,0,0,Winter,Holiday
223,18,-0.3,17,0,0,Winter,Holiday
169,19,-1.5,32,0,0,Winter,Holiday
145,20,-2.1,38,0,0,Winter,Holiday
133,21,-2.3,38,0,0,Winter,Holiday
123,22,-2.7,42,0,0,Winter,Holiday
117,23,-2.9,31,0,0,Winter,Holiday
99,0,-3.6,33,0,0,Winter,No Holiday
103,1,-4.4,33,0,0,Winter,No Holiday
86,2,-4.7,33,0,0,Winter,No Holiday
56,3,-4.5,26,0,0,Winter,No Holiday
37,4,-4.1,27,0,0,Winter,No Holiday
22,5,-4,28,0,0,Winter,No Holiday
38,6,-4.1,30,0,0,Winter,No Holiday
52,7,-4.6,31,0,0,Winter,No Holiday
92,8,-4.8,31,0,0,Winter,No Holiday
137,9,-4.1,30,0,0,Winter,No Holiday
156,10,-1.8,23,0,0,Winter,No Holiday
183,11,0,20,0,0,Winter,No Holiday
263,12,2.2,17,0,0,Winter,No Holiday
337,13,3.7,17,0,0,Winter,No Holiday
372,14,4.1,17,0,0,Winter,No Holiday
440,15,5,16,0,0,Winter,No Holiday
404,16,5.1,16,0,0,Winter,No Holiday
354,17,4.2,17,0,0,Winter,No Holiday
310,18,2.8,25,0,0,Winter,No Holiday
238,19,1.5,30,0,0,Winter,No Holiday
213,20,0.6,33,0,0,Winter,No Holiday
226,21,0.2,32,0,0,Winter,No Holiday
191,22,-0.3,34,0,0,Winter,No Holiday
153,23,-0.7,37,0,0,Winter,No Holiday
148,0,-1.1,39,0,0,Winter,No Holiday
101,1,-1.4,42,0,0,Winter,No Holiday
59,2,-1.4,41,0,0,Winter,No Holiday
42,3,-1.4,41,0,0,Winter,No Holiday
50,4,-1.9,44,0,0,Winter,No Holiday
59,5,-1.8,44,0,0,Winter,No Holiday
139,6,-1.4,46,0,0,Winter,No Holiday
349,7,-0.9,45,0,0,Winter,No Holiday
646,8,-1.2,51,0,0,Winter,No Holiday
347,9,-0.6,43,0,0,Winter,No Holiday
235,10,2.6,45,0,0,Winter,No Holiday
314,11,4.3,44,0,0,Winter,No Holiday
361,12,4.7,43,0,0,Winter,No Holiday
332,13,5.1,41,0,0,Winter,No Holiday
373,14,5.6,38,0,0,Winter,No Holiday
392,15,6.3,35,0,0,Winter,No Holiday
403,16,6.3,35,0,0,Winter,No Holiday
522,17,5.7,36,0,0,Winter,No Holiday
819,18,4.7,43,0,0,Winter,No Holiday
533,19,3.6,55,0,0,Winter,No Holiday
417,20,2.4,60,0,0,Winter,No Holiday
388,21,1.8,63,0,0,Winter,No Holiday
357,22,1,69,0,0,Winter,No Holiday
218,23,0.5,73,0,0,Winter,No Holiday
177,0,0,75,0,0,Winter,No Holiday
172,1,-0.5,76,0,0,Winter,No Holiday
115,2,-0.8,76,0,0,Winter,No Holiday
63,3,-1.3,80,0,0,Winter,No Holiday
64,4,-1.6,83,0,0,Winter,No Holiday
79,5,-1.8,82,0,0,Winter,No Holiday
164,6,-2.1,82,0,0,Winter,No Holiday
404,7,-2.2,76,0,0,Winter,No Holiday
727,8,-2.1,71,0,0,Winter,No Holiday
384,9,-1.4,56,0,0,Winter,No Holiday
265,10,1.1,38,0,0,Winter,No Holiday
322,11,2.8,35,0,0,Winter,No Holiday
356,12,4,23,0,0,Winter,No Holiday
370,13,4.2,22,0,0,Winter,No Holiday
335,14,5,20,0,0,Winter,No Holiday
431,15,5.4,18,0,0,Winter,No Holiday
393,16,5.1,17,0,0,Winter,No Holiday
514,17,3.9,19,0,0,Winter,No Holiday
764,18,3.2,20,0,0,Winter,No Holiday
522,19,2.5,21,0,0,Winter,No Holiday
358,20,1.8,19,0,0,Winter,No Holiday
415,21,1.1,21,0,0,Winter,No Holiday
319,22,0.5,22,0,0,Winter,No Holiday
242,23,-0.5,26,0,0,Winter,No Holiday
171,0,-1.4,28,0,0,Winter,No Holiday
162,1,-2.2,31,0,0,Winter,No Holiday
105,2,-2.9,31,0,0,Winter,No Holiday
59,3,-3.4,32,0,0,Winter,No Holiday
50,4,-3.8,32,0,0,Winter,No Holiday
63,5,-4,35,0,0,Winter,No Holiday
159,6,-4,34,0,0,Winter,No Holiday
385,7,-4.1,35,0,0,Winter,No Holiday
718,8,-4.3,36,0,0,Winter,No Holiday
373,9,-3.8,28,0,0,Winter,No Holiday
244,10,-1.8,25,0,0,Winter,No Holiday
276,11,0.2,22,0,0,Winter,No Holiday
351,12,2.2,17,0,0,Winter,No Holiday
299,13,2.9,14,0,0,Winter,No Holiday
365,14,3.3,14,0,0,Winter,No Holiday
366,15,4.2,15,0,0,Winter,No Holiday
409,16,3.7,14,0,0,Winter,No Holiday
469,17,3.1,14,0,0,Winter,No Holiday
784,18,1.8,16,0,0,Winter,No Holiday
460,19,-0.1,39,0,0,Winter,No Holiday
356,20,-1.1,43,0,0,Winter,No Holiday
345,21,-1.6,52,0,0,Winter,No Holiday
299,22,-2.2,55,0,0,Winter,No Holiday
223,23,-2.7,58,0,0,Winter,No Holiday
195,0,-2.7,58,0,0,Winter,No Holiday
190,1,-2.2,58,0,0,Winter,No Holiday
116,2,-2.9,57,0,0,Winter,No Holiday
71,3,-2.8,57,0,0,Winter,No Holiday
66,4,-2.4,58,0,0,Winter,No Holiday
75,5,-2.4,59,0,0,Winter,No Holiday
151,6,-3,62,0,0,Winter,No Holiday
373,7,-3.7,64,0,0,Winter,No Holiday
783,8,-3.6,63,0,0,Winter,No Holiday
383,9,-1.9,51,0,0,Winter,No Holiday
259,10,0.9,44,0,0,Winter,No Holiday
308,11,2.7,44,0,0,Winter,No Holiday
352,12,4.8,47,0,0,Winter,No Holiday
316,13,4.5,51,0,0,Winter,No Holiday
331,14,4.8,50,0,0,Winter,No Holiday
356,15,5,49,0,0,Winter,No Holiday
404,16,5,50,0,0,Winter,No Holiday
465,17,4.6,52,0,0,Winter,No Holiday
730,18,3.9,56,0,0,Winter,No Holiday
499,19,3.5,60,0,0,Winter,No Holiday
348,20,3,62,0,0,Winter,No Holiday
393,21,2.9,64,0,0,Winter,No Holiday
346,22,2.9,65,0,0,Winter,No Holiday
